Row,TD_P,TD_U,CL,MV,LSR,F4
1,-0.6211107933608642,-0.12129072802802056,0.5986196865620056,1.3650063669598012,-0.4709418034914393,-0.1986749769940323
2,1.6079223342145736,0.385866399907903,-1.2327763991604717,-0.7316434126904536,-0.698101509039932,0.6964560689930156
3,-0.6211107933608642,-0.12129072802802056,0.2898700484455133,1.3650063669598012,-0.9540198727693335,-0.8432866929566003
4,-0.6211107933608642,-0.6784014485124491,-1.273188413452669,-0.7316434126904536,-0.7772100034925618,1.0672135957978015
5,-0.6211107933608642,0.385866399907903,-0.1592221960537265,1.3650063669598012,-2.7802961003354336,-1.2677514805867083
6,1.6079223342145736,-1.9799040890714703,-1.0130027738640046,-0.7316434126904536,1.588370085016078,-0.6414174261734236
7,-0.6211107933608642,-0.12129072802802056,1.7020753342551957,1.3650063669598012,0.9783360976821526,-0.017129758289384598
8,1.6079223342145736,0.385866399907903,1.3286179437101928,-0.7316434126904536,0.9285021306510471,-1.274538467812824
9,-0.6211107933608642,0.385866399907903,-0.159503755882518,1.3650063669598012,-2.2725933545248145,0.021933032925590887
10,1.6079223342145736,-1.9799040890714703,1.7040862550431957,1.3650063669598012,-0.5183268677981602,-1.6713920739843706
11,1.6079223342145736,0.385866399907903,-0.4654358973564555,-0.7316434126904536,0.20162996902513491,-0.7716981375695379
12,-0.6211107933608642,-0.6784014485124491,0.02086404438695075,1.3650063669598012,0.572557531981856,-1.9255044739431375
13,-0.6211107933608642,-0.6784014485124491,1.5222411603546466,-0.7316434126904536,-0.8796083707566953,0.22811457488596912
14,-0.6211107933608642,-1.294240590321551,-0.1596839004301193,1.3650063669598012,-3.6646649763255277,0.3010687663611823
15,-0.6211107933608642,-0.12129072802802056,0.5092367685789171,1.3650063669598012,0.5797293190360523,-0.5464741888273306
16,1.6079223342145736,1.2771752620470103,1.284501253648234,1.3650063669598012,2.7484304758409794,1.179828298552917
17,1.6079223342145736,0.385866399907903,0.7795271351946166,1.3650063669598012,0.7219532620620445,-1.4904987547598154
18,1.6079223342145736,2.0377978882647083,1.6469131755944866,1.3650063669598012,1.4200914913654021,0.7007600062109757
19,1.6079223342145736,0.385866399907903,-0.11220589726063704,-0.7316434126904536,-0.9002853940949507,0.4078276836342245
20,1.6079223342145736,0.385866399907903,1.6311572361743456,1.3650063669598012,0.8420769183459927,1.650415110269996
21,-0.6211107933608642,0.385866399907903,1.129916107603814,-0.7316434126904536,0.19082276184649774,-1.8665062255596818
22,1.6079223342145736,0.8501127572285249,0.4380914101884037,-0.7316434126904536,-0.042485143557731156,1.4864655314428825
23,-0.6211107933608642,-0.6784014485124491,-0.1185408283646444,1.3650063669598012,-1.0209156774674337,-0.1986749769940323
24,1.6079223342145736,2.0377978882647083,1.4851487414875635,1.3650063669598012,-0.8028507987002041,1.2679567654305113
25,-0.6211107933608642,1.6717650357421792,-0.009680966080486695,1.3650063669598012,-0.09952063688521569,-0.5537891591835792
26,1.6079223342145736,2.0377978882647083,1.0425535513117483,1.3650063669598012,1.7064972853862341,-0.3390364557732351
27,-0.6211107933608642,2.0377978882647083,0.6368499067144966,1.3650063669598012,0.6723998652759549,-0.1986749769940323
28,-0.6211107933608642,-0.6784014485124491,-1.271495099554513,-0.7316434126904536,-0.050171248635705774,1.179828298552917
29,-0.6211107933608642,-0.6784014485124491,1.4420392518388163,-0.7316434126904536,-0.990179610232675,-1.6435255995854317
30,1.6079223342145736,1.2771752620470103,-0.055505194720824054,-0.7316434126904536,1.620298504658095,-1.4242842860296956
31,1.6079223342145736,1.6717650357421792,0.3323053647646224,-0.7316434126904536,1.0639979003979207,-0.6432883337316287
32,-0.6211107933608642,-0.6784014485124491,0.33454475520026744,1.3650063669598012,-0.8142164231391201,-0.5946395620797206
33,-0.6211107933608642,-0.6784014485124491,-1.2945282618002678,-0.7316434126904536,0.5690994031973328,1.1136509308327016
34,-0.6211107933608642,-0.6784014485124491,-1.2054388288808944,-0.7316434126904536,0.45250883206894693,-0.004581805777523192
35,1.6079223342145736,2.3785589996083747,0.8933079219662803,-0.7316434126904536,0.7426545122405785,1.033626605343334
36,1.6079223342145736,-1.9799040890714703,-0.36200504657953114,-0.7316434126904536,-1.7172000949069017,0.4078276836342245
37,-0.6211107933608642,1.6717650357421792,1.2922325282184317,-0.7316434126904536,0.6147430510152017,-1.2024792831693745
38,1.6079223342145736,-0.6784014485124491,1.1188990537679553,1.3650063669598012,0.1048424904775005,1.033626605343334
39,-0.6211107933608642,1.2771752620470103,1.6590847147246148,1.3650063669598012,0.6575892788059446,-0.3512742131066192
40,1.6079223342145736,0.8501127572285249,-0.04354452796856221,1.3650063669598012,-1.1984299671900835,-0.8897166331417246
41,-0.6211107933608642,0.8501127572285249,1.189473548146849,-0.7316434126904536,0.6118040024206406,-0.8432866929566003
42,-0.6211107933608642,0.385866399907903,1.1699941087137402,-0.7316434126904536,1.1126284962053166,-0.1986749769940323
43,1.6079223342145736,-1.9799040890714703,-0.6442178638178877,-0.7316434126904536,-0.7748647524143188,-0.18540235423633897
44,-0.6211107933608642,-0.12129072802802056,-0.1527118345091318,1.3650063669598012,-2.481696706768082,-1.5031108393363029
45,-0.6211107933608642,0.8501127572285249,0.9949356422241052,-0.7316434126904536,2.1855313330490427,0.4537356047285625
46,-0.6211107933608642,-0.6784014485124491,-0.1574335324585907,1.3650063669598012,-1.7331092398628696,-1.194569818769224
47,-0.6211107933608642,0.385866399907903,-0.22609072956482695,-0.7316434126904536,0.43583329308042373,1.1136509308327016
48,-0.6211107933608642,-0.6784014485124491,-1.2637869386109686,-0.7316434126904536,-0.6846395907024202,0.9713632790775769
49,1.6079223342145736,0.8501127572285249,1.5542100947430095,1.3650063669598012,0.5913418466165277,0.4078276836342245
50,-0.6211107933608642,-0.6784014485124491,-1.3010516586722036,-0.7316434126904536,1.4740251055574807,-0.004581805777523192
51,-0.6211107933608642,-0.6784014485124491,-1.2957404687733118,-0.7316434126904536,-0.2767883841879516,0.4078276836342245
52,-0.6211107933608642,-0.6784014485124491,-1.2463138880198708,-0.7316434126904536,0.2205184501748196,0.8993847499991525
